"","chr","start","end","Cn_R_group"
"union_peak_30675","chr8",72208529,72209417,"ABC"
"union_peak_30682","chr8",72278838,72279713,"DE"
"union_peak_30685","chr8",72303327,72304210,"DEF"
"union_peak_30688","chr8",72329650,72331699,"A"
"union_peak_30714","chr8",77460993,77462140,"ABC"
"union_peak_30767","chr8",81782580,81783491,"DEF"
"union_peak_30780","chr8",83611972,83612371,"DEF"
"union_peak_30835","chr8",84722611,84723803,"EF"
"union_peak_30875","chr8",85623145,85625064,"DEF"
"union_peak_30879","chr8",86051723,86052821,"DE"
"union_peak_30882","chr8",86686570,86687355,"DE"
"union_peak_30884","chr8",86707202,86708611,"E"
"union_peak_30892","chr8",86797267,86798305,"DE"
"union_peak_30896","chr8",86837050,86839460,"ABC"
"union_peak_30898","chr8",86852582,86854312,"ABC"
"union_peak_30899","chr8",86856025,86856886,"ABC"
"union_peak_30901","chr8",86870562,86871494,"AC"
"union_peak_30903","chr8",86888038,86888581,"AC"
"union_peak_30910","chr8",88200945,88201518,"A"
"union_peak_30915","chr8",88291186,88291753,"A"
"union_peak_30920","chr8",88592271,88593338,"ABC"
"union_peak_30921","chr8",88618342,88619826,"ABC"
"union_peak_30930","chr8",88783541,88784385,"A"
"union_peak_30941","chr8",91073846,91074272,"A"
"union_peak_30942","chr8",91077230,91077822,"A"
"union_peak_30943","chr8",91081699,91083076,"A"
"union_peak_30974","chr8",94447253,94448381,"AB"
"union_peak_30976","chr8",94458138,94458984,"AB"
"union_peak_30994","chr8",94969737,94970370,"A"
"union_peak_30995","chr8",94972869,94973897,"A"
"union_peak_31001","chr8",95084230,95084768,"A"
"union_peak_31026","chr8",104435269,104436605,"AB"
"union_peak_31063","chr8",105745801,105746829,"E"
"union_peak_31080","chr8",105992006,105993215,"ABC"
"union_peak_31082","chr8",106006918,106008073,"ABC"
"union_peak_31084","chr8",106016884,106017758,"A"
"union_peak_31098","chr8",106292151,106293038,"ABC"
"union_peak_31108","chr8",106802724,106803963,"A"
"union_peak_31127","chr8",107360264,107361508,"A"
"union_peak_31140","chr8",108866075,108866840,"DEF"
"union_peak_31141","chr8",108879932,108880631,"DEF"
"union_peak_31142","chr8",108886550,108887966,"DEF"
"union_peak_31145","chr8",109543046,109544075,"A"
"union_peak_31166","chr8",110938846,110939914,"DE"
"union_peak_31185","chr8",111561706,111562592,"DEF"
"union_peak_31190","chr8",111582276,111582969,"DEF"
"union_peak_31205","chr8",111954750,111955697,"ABC"
"union_peak_31207","chr8",111964166,111964793,"A"
"union_peak_31208","chr8",111966938,111967765,"A"
"union_peak_31212","chr8",112005084,112005880,"AB"
"union_peak_31238","chr8",115276132,115277022,"A"
"union_peak_31240","chr8",115399824,115400885,"E"
"union_peak_31244","chr8",115514208,115514901,"A"
"union_peak_31248","chr8",116499051,116499864,"DEF"
"union_peak_31275","chr8",117052156,117053601,"AC"
"union_peak_31276","chr8",117074019,117074884,"AB"
"union_peak_31277","chr8",117126671,117128069,"A"
"union_peak_31297","chr8",118830015,118830833,"DE"
"union_peak_31329","chr8",120049753,120051851,"ABC"
"union_peak_31334","chr8",120332546,120333385,"A"
"union_peak_31345","chr8",120563652,120564641,"B"
"union_peak_31351","chr8",120715109,120717171,"ABC"
"union_peak_31363","chr8",121570331,121571628,"ABC"
"union_peak_31369","chr8",121650314,121651099,"D"
"union_peak_31384","chr8",122295725,122296444,"A"
"union_peak_31388","chr8",122430053,122430833,"AB"
"union_peak_31406","chr8",122701482,122702634,"E"
"union_peak_31414","chr8",122932587,122933322,"A"
"union_peak_31430","chr8",123027605,123028876,"ABC"
"union_peak_31440","chr8",123162630,123163603,"DE"
"union_peak_31465","chr8",124066210,124067353,"A"
"union_peak_31483","chr8",124509208,124509943,"E"
"union_peak_31495","chr8",125044049,125045008,"ABC"
"union_peak_31502","chr8",125391006,125391829,"DE"
"union_peak_31506","chr8",125558556,125559366,"DE"
"union_peak_31507","chr8",125560640,125561253,"DE"
"union_peak_31510","chr8",125667002,125668130,"D"
"union_peak_31515","chr8",126199919,126200781,"C"
"union_peak_31527","chr8",126626608,126627659,"DE"
"union_peak_31530","chr8",126662649,126663530,"DE"
"union_peak_31535","chr8",126722600,126723645,"B"
"union_peak_31550","chr8",127051993,127052945,"BC"
"union_peak_31565","chr8",128473610,128474573,"DE"
"union_peak_31571","chr8",128517048,128518202,"A"
"union_peak_31574","chr8",128549312,128550533,"ABC"
"union_peak_31578","chr8",128572055,128572811,"A"
"union_peak_31580","chr8",128594080,128595672,"A"
"union_peak_31584","chr8",128645234,128647346,"ABC"
"union_peak_31585","chr8",128650341,128650638,"A"
"union_peak_31617","chr9",5298250,5299344,"AB"
"union_peak_31622","chr9",7212104,7212782,"A"
"union_peak_31624","chr9",7221049,7221966,"A"
"union_peak_31640","chr9",11513527,11514423,"DEF"
"union_peak_31642","chr9",11578895,11579575,"DEF"
"union_peak_31659","chr9",13701524,13702508,"A"
"union_peak_31666","chr9",14092700,14093726,"E"
"union_peak_31667","chr9",14199870,14200917,"E"
"union_peak_31668","chr9",14244361,14245287,"E"
"union_peak_31699","chr9",15550248,15551498,"DE"
"union_peak_31731","chr9",20961102,20962176,"ABC"
"union_peak_31759","chr9",21246194,21246786,"AB"
"union_peak_31760","chr9",21249946,21250618,"AB"
"union_peak_31770","chr9",21327678,21328600,"D"
"union_peak_31779","chr9",21419597,21420284,"E"
"union_peak_31791","chr9",21609540,21610553,"B"
"union_peak_31795","chr9",21651925,21653459,"DEF"
"union_peak_31812","chr9",22135817,22136638,"D"
"union_peak_31846","chr9",27043713,27044535,"ABC"
"union_peak_31853","chr9",31270858,31272005,"DE"
"union_peak_31881","chr9",32651812,32652824,"ABC"
"union_peak_31882","chr9",32659955,32662165,"AB"
"union_peak_31908","chr9",32938826,32939354,"DEF"
"union_peak_31916","chr9",33060234,33061514,"A"
"union_peak_31918","chr9",33080104,33080837,"A"
"union_peak_31958","chr9",40343932,40344628,"AB"
"union_peak_31970","chr9",40781789,40782657,"E"
"union_peak_31981","chr9",41080908,41081418,"D"
"union_peak_31985","chr9",41104838,41105965,"F"
"union_peak_31986","chr9",41112858,41113825,"B"
"union_peak_31991","chr9",41143180,41144652,"ABC"
"union_peak_31992","chr9",41152968,41154559,"A"
"union_peak_31995","chr9",41181164,41181999,"DE"
"union_peak_32007","chr9",42075980,42077099,"ABC"
"union_peak_32014","chr9",42208439,42210150,"ABC"
"union_peak_32021","chr9",42465385,42466520,"DE"
"union_peak_32022","chr9",42469243,42469783,"DE"
"union_peak_32025","chr9",42487843,42488690,"DEF"
"union_peak_32028","chr9",42838137,42839013,"DEF"
"union_peak_32029","chr9",42860005,42861074,"DEF"
"union_peak_32040","chr9",44037083,44037615,"A"
"union_peak_32057","chr9",44238310,44239596,"E"
"union_peak_32077","chr9",44510058,44510932,"E"
"union_peak_32080","chr9",44526272,44527105,"DE"
"union_peak_32081","chr9",44532809,44533778,"E"
"union_peak_32089","chr9",44645708,44646642,"E"
"union_peak_32090","chr9",44648454,44649356,"E"
"union_peak_32118","chr9",45058369,45058887,"ABC"
"union_peak_32140","chr9",45293975,45295040,"ABC"
"union_peak_32147","chr9",45851244,45852941,"E"
"union_peak_32156","chr9",46046389,46047720,"A"
"union_peak_32163","chr9",46151483,46152262,"AB"
"union_peak_32164","chr9",46154326,46154952,"A"
"union_peak_32165","chr9",46158639,46159343,"A"
"union_peak_32172","chr9",48449854,48450609,"DE"
"union_peak_32177","chr9",48538044,48539067,"DE"
"union_peak_32178","chr9",48562242,48563045,"DE"
"union_peak_32193","chr9",50537047,50537908,"A"
"union_peak_32198","chr9",50739120,50740024,"B"
"union_peak_32209","chr9",51213296,51214594,"DE"
"union_peak_32215","chr9",52069431,52071259,"ABC"
"union_peak_32222","chr9",53429693,53430700,"ABC"
"union_peak_32223","chr9",53435721,53437063,"A"
"union_peak_32236","chr9",54641838,54643265,"AB"
"union_peak_32245","chr9",55239176,55239930,"DEF"
"union_peak_32246","chr9",55283438,55284280,"A"
"union_peak_32255","chr9",56082628,56083847,"ABC"
"union_peak_32258","chr9",56102760,56104815,"ABC"
"union_peak_32263","chr9",56207338,56209513,"ABC"
"union_peak_32267","chr9",56272852,56274259,"ABC"
"union_peak_32268","chr9",56295467,56296988,"B"
"union_peak_32279","chr9",56497498,56498495,"A"
"union_peak_32282","chr9",56508863,56510031,"AB"
"union_peak_32287","chr9",56676124,56676761,"A"
"union_peak_32288","chr9",56680360,56681418,"A"
"union_peak_32346","chr9",57956453,57957554,"E"
"union_peak_32347","chr9",57968514,57969184,"AC"
"union_peak_32351","chr9",58112011,58112740,"DEF"
"union_peak_32352","chr9",58131514,58132221,"DEF"
"union_peak_32360","chr9",58580730,58582276,"B"
"union_peak_32375","chr9",59941312,59942411,"D"
"union_peak_32378","chr9",60858766,60859606,"DE"
"union_peak_32384","chr9",61054482,61054994,"DEF"
"union_peak_32385","chr9",61055688,61057291,"D"
"union_peak_32386","chr9",61186681,61187816,"DE"
"union_peak_32387","chr9",61215749,61216784,"C"
"union_peak_32389","chr9",61226193,61227156,"E"
"union_peak_32397","chr9",61377405,61378351,"ABC"
"union_peak_32424","chr9",61931624,61933816,"AB"
"union_peak_32426","chr9",61965043,61965993,"A"
"union_peak_32428","chr9",61985175,61986363,"E"
"union_peak_32431","chr9",62260846,62261911,"DE"
"union_peak_32454","chr9",63086560,63087176,"DEF"
"union_peak_32455","chr9",63088937,63089799,"DEF"
"union_peak_32475","chr9",63782520,63783334,"A"
"union_peak_32491","chr9",64747732,64748880,"ABC"
"union_peak_32494","chr9",64792615,64793765,"ABC"
"union_peak_32495","chr9",64797135,64798007,"ABC"
"union_peak_32502","chr9",64918499,64919385,"EF"
"union_peak_32515","chr9",65404330,65405307,"AB"
"union_peak_32534","chr9",65881885,65882942,"ABC"
"union_peak_32544","chr9",66158102,66159120,"AB"
"union_peak_32545","chr9",66225939,66226968,"A"
"union_peak_32547","chr9",66264604,66266714,"AB"
"union_peak_32548","chr9",66267009,66267657,"A"
"union_peak_32552","chr9",66300461,66301309,"AB"
"union_peak_32558","chr9",66491892,66492977,"DE"
"union_peak_32606","chr9",69297337,69298700,"ABC"
"union_peak_32607","chr9",69304310,69305073,"ABC"
"union_peak_32608","chr9",69305432,69306319,"ABC"
"union_peak_32609","chr9",69313965,69315177,"ABC"
"union_peak_32610","chr9",69319679,69320945,"ABC"
"union_peak_32611","chr9",69335777,69336810,"ABC"
"union_peak_32613","chr9",69361941,69362724,"AB"
"union_peak_32615","chr9",69442173,69443156,"A"
"union_peak_32618","chr9",69453724,69454768,"AB"
"union_peak_32620","chr9",69457928,69458682,"B"
"union_peak_32630","chr9",70079757,70081286,"DE"
"union_peak_32649","chr9",71848262,71849113,"A"
"union_peak_32682","chr9",72890096,72891346,"DEF"
"union_peak_32689","chr9",73055009,73056482,"ABC"
"union_peak_32722","chr9",75546571,75547326,"D"
"union_peak_32726","chr9",75630556,75631395,"C"
"union_peak_32729","chr9",77513746,77514528,"DEF"
"union_peak_32735","chr9",77682986,77683995,"C"
"union_peak_32747","chr9",78073395,78074532,"AB"
"union_peak_32776","chr9",79918693,79919932,"A"
"union_peak_32777","chr9",79947318,79948160,"AB"
"union_peak_32778","chr9",79970513,79971603,"AB"
"union_peak_32793","chr9",80317645,80318567,"D"
"union_peak_32797","chr9",81863235,81864906,"DE"
"union_peak_32804","chr9",83549575,83550332,"DEF"
"union_peak_32810","chr9",84774166,84775723,"C"
"union_peak_32833","chr9",86617448,86618892,"B"
"union_peak_32834","chr9",86623781,86625278,"ABC"
"union_peak_32837","chr9",87025463,87026495,"B"
"union_peak_32850","chr9",88529752,88530624,"AB"
"union_peak_32866","chr9",89220783,89221602,"A"
"union_peak_32873","chr9",90244203,90245823,"AB"
"union_peak_32881","chr9",92249671,92251034,"A"
"union_peak_32882","chr9",92265280,92266405,"A"
"union_peak_32885","chr9",94441076,94442023,"E"
"union_peak_32888","chr9",94607090,94608099,"B"
"union_peak_32889","chr9",94610305,94610828,"B"
"union_peak_32896","chr9",94945454,94946500,"DEF"
"union_peak_32903","chr9",95314854,95315562,"DE"
"union_peak_32914","chr9",95832330,95833471,"ABC"
"union_peak_32915","chr9",95834693,95835333,"AB"
"union_peak_32916","chr9",95835795,95836385,"AB"
"union_peak_32917","chr9",95844328,95845493,"A"
"union_peak_32922","chr9",95959444,95960471,"AB"
"union_peak_32932","chr9",96415806,96416828,"E"
"union_peak_32948","chr9",96713135,96714678,"AB"
"union_peak_32950","chr9",96740137,96741435,"ABC"
"union_peak_32962","chr9",96896363,96897475,"AB"
"union_peak_32965","chr9",96935185,96936306,"D"
"union_peak_32966","chr9",96953296,96954026,"DE"
"union_peak_32967","chr9",96956975,96957855,"DE"
"union_peak_32983","chr9",100455973,100456486,"AC"
"union_peak_32999","chr9",101060952,101061985,NA
"union_peak_33004","chr9",101249461,101250279,"D"
"union_peak_33006","chr9",102539771,102540372,"D"
"union_peak_33008","chr9",102572711,102573550,"ABC"
"union_peak_33009","chr9",102577203,102578160,"AB"
"union_peak_33013","chr9",102791524,102792425,"A"
"union_peak_33029","chr9",103449007,103449799,"DE"
"union_peak_33030","chr9",103489177,103490585,"DEF"
"union_peak_33044","chr9",105134311,105134774,"DEF"
"union_peak_33050","chr9",105689318,105690151,"DEF"
"union_peak_33054","chr9",106177561,106178400,"ABC"
"union_peak_33068","chr9",106372735,106373580,"A"
"union_peak_33079","chr9",106771299,106772032,"A"
"union_peak_33085","chr9",107280160,107281499,"B"
"union_peak_33114","chr9",107739769,107740696,"AB"
"union_peak_33115","chr9",107747039,107748072,"AB"
"union_peak_33118","chr9",107776624,107777355,"A"
"union_peak_33201","chr9",110460800,110461598,"E"
"union_peak_33220","chr9",110890690,110891506,"DEF"
"union_peak_33221","chr9",110895785,110897277,"DEF"
"union_peak_33222","chr9",110907166,110908136,"DE"
"union_peak_33227","chr9",110946139,110947237,"E"
"union_peak_33241","chr9",112174259,112175403,"DEF"
"union_peak_33246","chr9",113792362,113793743,"DEF"
"union_peak_33250","chr9",114015990,114016995,"AB"
"union_peak_33251","chr9",114025883,114027163,"AB"
"union_peak_33257","chr9",114440255,114441154,"E"
"union_peak_33258","chr9",114443130,114444068,"DE"
"union_peak_33262","chr9",114509586,114510326,"E"
"union_peak_33267","chr9",114742376,114743302,"DE"
"union_peak_33272","chr9",114775520,114776084,"A"
"union_peak_33273","chr9",114777648,114778716,"AB"
"union_peak_33286","chr9",115468527,115469167,"DEF"
"union_peak_33287","chr9",115471494,115472072,"DEF"
"union_peak_33288","chr9",115473886,115474574,"DEF"
"union_peak_33289","chr9",115482828,115483887,"DEF"
"union_peak_33293","chr9",115560966,115561946,"DEF"
"union_peak_33294","chr9",115611055,115612389,"DE"
"union_peak_33296","chr9",115623682,115624656,"DEF"
"union_peak_33300","chr9",115978899,115979616,"DEF"
"union_peak_33304","chr9",116113977,116115267,"D"
"union_peak_33305","chr9",116122951,116123857,"D"
"union_peak_33306","chr9",116138458,116139656,"D"
"union_peak_33307","chr9",116144949,116146434,"DE"
"union_peak_33310","chr9",116159950,116161558,"D"
"union_peak_33320","chr9",116263530,116264744,"E"
"union_peak_33335","chr9",117961714,117962814,"AB"
"union_peak_33338","chr9",118058953,118059813,"AB"
"union_peak_33339","chr9",118082442,118083725,"AB"
"union_peak_33347","chr9",118357002,118358177,"ABC"
"union_peak_33348","chr9",118365399,118366095,"A"
"union_peak_33349","chr9",118374446,118375427,"A"
"union_peak_33352","chr9",118400339,118401165,"DE"
"union_peak_33354","chr9",118416060,118417258,"ABC"
"union_peak_33358","chr9",118518822,118519717,"ABC"
"union_peak_33361","chr9",118750543,118751462,"DEF"
"union_peak_33366","chr9",119101944,119102921,"AC"
"union_peak_33383","chr9",120039179,120039964,"AB"
"union_peak_33384","chr9",120054506,120055585,"A"
"union_peak_33385","chr9",120059059,120060453,"ABC"
"union_peak_33386","chr9",120066673,120068617,"AB"
"union_peak_33388","chr9",120082412,120083434,"DE"
"union_peak_33402","chr9",120691606,120692669,"DEF"
"union_peak_33403","chr9",120770284,120771165,"DEF"
"union_peak_33404","chr9",120776349,120777174,"DE"
"union_peak_33405","chr9",120796036,120796778,"DEF"
"union_peak_33406","chr9",120866212,120867315,"DE"
"union_peak_33414","chr9",121305270,121306293,"A"
"union_peak_33419","chr9",121454484,121455669,"DEF"
"union_peak_33435","chr9",121846573,121847435,"A"
"union_peak_33441","chr9",121992847,121993712,"DEF"
"union_peak_33482","chr9",123733746,123734533,"EF"
"union_peak_33486","chr9",123754158,123755180,"DE"
"union_peak_33487","chr9",123756382,123757150,"DEF"
"union_peak_33488","chr9",123760697,123761398,"D"
"union_peak_33498","chr9",123871536,123872837,"AB"
"union_peak_33500","chr9",123927887,123929551,"F"
"union_peak_33510","chr9",124038190,124039680,"ABC"
"union_peak_33516","chr9",124102845,124103920,"ABC"
"union_peak_33517","chr9",124114030,124115724,"ABC"
"union_peak_33518","chr9",124121009,124122462,"AB"
"union_peak_33523","chr9",124145453,124147011,"ABC"
"union_peak_33530","chr9",124439094,124440632,"B"
"union_peak_33595","chrX",7570699,7571425,"D"
"union_peak_33627","chrX",9201508,9202327,"A"
"union_peak_33629","chrX",9219344,9220236,"A"
"union_peak_33640","chrX",11982674,11983758,"C"
"union_peak_33671","chrX",13346578,13347835,"D"
"union_peak_33673","chrX",13552148,13553156,"A"
"union_peak_33679","chrX",13651967,13652730,"ABC"
"union_peak_33693","chrX",20271939,20272697,"B"
"union_peak_33750","chrX",37141367,37142531,"D"
"union_peak_33762","chrX",41400216,41401064,"DEF"
"union_peak_33781","chrX",42423803,42425064,"AB"
"union_peak_33885","chrX",57184673,57185404,"C"
"union_peak_33886","chrX",57189169,57190122,"DEF"
"union_peak_33890","chrX",57221742,57222524,"DEF"
"union_peak_33972","chrX",76598600,76599129,"A"
"union_peak_33979","chrX",77640009,77641054,"B"
"union_peak_34054","chrX",101733754,101734422,"AC"
"union_peak_34055","chrX",101737011,101737979,"AC"
"union_peak_34056","chrX",101764493,101765227,"A"
"union_peak_34070","chrX",103393576,103394603,"AB"
"union_peak_34080","chrX",103622997,103624078,"BC"
"union_peak_34102","chrX",106703944,106705417,"A"
"union_peak_34105","chrX",107095988,107097055,"B"
"union_peak_34169","chrX",136925863,136927283,"E"
"union_peak_34177","chrX",139812751,139814545,"A"
"union_peak_34200","chrX",142694620,142695523,"AB"
"union_peak_34202","chrX",142791893,142792766,"A"
"union_peak_34274","chrX",159826150,159827054,"ABC"
"union_peak_34297","chrX",163994993,163995890,"ABC"
"union_peak_34299","chrX",164012917,164014031,"ABC"
"union_peak_34305","chrX",164318152,164319145,"ABC"
"union_peak_34307","chrX",164406350,164407672,"E"
"union_peak_34318","chrX",167024799,167025755,"AB"
"union_peak_34319","chrX",167037410,167038575,"ABC"
